Cultivar,Quantidade (Kg),ano,subopcao,Categoria
Alicante Bouschet,0.0,1970,Viníferas,TINTAS
Ancelota,0.0,1970,Viníferas,TINTAS
Aramon,0.0,1970,Viníferas,TINTAS
Alfrocheiro,0.0,1970,Viníferas,TINTAS
Arinarnoa,0.0,1970,Viníferas,TINTAS
Aspirant Bouschet,0.0,1970,Viníferas,TINTAS
Barbera,4548313.0,1970,Viníferas,TINTAS
Bonarda,1631610.0,1970,Viníferas,TINTAS
Cabernet Franc,238837.0,1970,Viníferas,TINTAS
Cabernet Sauvignon,0.0,1970,Viníferas,TINTAS
Caladoc,0.0,1970,Viníferas,TINTAS
Campanario,0.0,1970,Viníferas,TINTAS
Canaiolo,596766.0,1970,Viníferas,TINTAS
Carignan,0.0,1970,Viníferas,TINTAS
Carmenere,1235.0,1970,Viníferas,TINTAS
Castelão,0.0,1970,Viníferas,TINTAS
Corvina,0.0,1970,Viníferas,TINTAS
Croatina,0.0,1970,Viníferas,TINTAS
Cinsaut,0.0,1970,Viníferas,TINTAS
Dom Felder,0.0,1970,Viníferas,TINTAS
Dolcetto,0.0,1970,Viníferas,TINTAS
Durif,0.0,1970,Viníferas,TINTAS
Egiodola,0.0,1970,Viníferas,TINTAS
Ekigaina,0.0,1970,Viníferas,TINTAS
Festival (Sugraone),0.0,1970,Viníferas,TINTAS
Franconia,0.0,1970,Viníferas,TINTAS
Freisa,1661.0,1970,Viníferas,TINTAS
Gamay St Romain,0.0,1970,Viníferas,TINTAS
Gamay Beaujolais,0.0,1970,Viníferas,TINTAS
Grand Noir,0.0,1970,Viníferas,TINTAS
Grenache,19753.0,1970,Viníferas,TINTAS
Jaen,0.0,1970,Viníferas,TINTAS
Lagrein,0.0,1970,Viníferas,TINTAS
Lambrusco,2259.0,1970,Viníferas,TINTAS
Malbec,4097.0,1970,Viníferas,TINTAS
Marzemina,62546.0,1970,Viníferas,TINTAS
Merlot,185596.0,1970,Viníferas,TINTAS
Marselan,0.0,1970,Viníferas,TINTAS
Mistura de uvas viníferas tinto,0.0,1970,Viníferas,TINTAS
Molinera,0.0,1970,Viníferas,TINTAS
Montepulciano,0.0,1970,Viníferas,TINTAS
Moscato Bailey,0.0,1970,Viníferas,TINTAS
Napa Gamay,0.0,1970,Viníferas,TINTAS
Nebbiolo,0.0,1970,Viníferas,TINTAS
Petit Verdot,0.0,1970,Viníferas,TINTAS
Petite Sirah,0.0,1970,Viníferas,TINTAS
Pinotage,0.0,1970,Viníferas,TINTAS
Pinot Noir,0.0,1970,Viníferas,TINTAS
Pinot Saint George,0.0,1970,Viníferas,TINTAS
Piriquita,0.0,1970,Viníferas,TINTAS
Primitivo,0.0,1970,Viníferas,TINTAS
Rebo,0.0,1970,Viníferas,TINTAS
Refosco,0.0,1970,Viníferas,TINTAS
Rondinella,0.0,1970,Viníferas,TINTAS
Ruby Cabernet,0.0,1970,Viníferas,TINTAS
Sangiovese,27566.0,1970,Viníferas,TINTAS
Saperavi,0.0,1970,Viníferas,TINTAS
Sira (falsa),3127989.0,1970,Viníferas,TINTAS
Tannat,0.0,1970,Viníferas,TINTAS
Tempranillo,0.0,1970,Viníferas,TINTAS
Teroldego,0.0,1970,Viníferas,TINTAS
Torrontes,0.0,1970,Viníferas,TINTAS
Tinta Barroca,0.0,1970,Viníferas,TINTAS
Tinta Roriz,0.0,1970,Viníferas,TINTAS
Touriga Francesa,0.0,1970,Viníferas,TINTAS
Touriga Nacional,0.0,1970,Viníferas,TINTAS
Tinta Madeira,0.0,1970,Viníferas,TINTAS
Tintoria,0.0,1970,Viníferas,TINTAS
Trincdeira,0.0,1970,Viníferas,TINTAS
Trousseau,0.0,1970,Viníferas,TINTAS
Zinfandel,0.0,1970,Viníferas,TINTAS
Outras1,0.0,1970,Viníferas,TINTAS
Aliatico,0.0,1970,Viníferas,BRANCAS E ROSADAS
Aligote,530.0,1970,Viníferas,BRANCAS E ROSADAS
Altesse,0.0,1970,Viníferas,BRANCAS E ROSADAS
Alvarinho,0.0,1970,Viníferas,BRANCAS E ROSADAS
Arriloba,0.0,1970,Viníferas,BRANCAS E ROSADAS
Auxerrois,0.0,1970,Viníferas,BRANCAS E ROSADAS
Burger,0.0,1970,Viníferas,BRANCAS E ROSADAS
Chardonnay,0.0,1970,Viníferas,BRANCAS E ROSADAS
Chasselas,0.0,1970,Viníferas,BRANCAS E ROSADAS
Chenin Blanc,0.0,1970,Viníferas,BRANCAS E ROSADAS
Clairette(1),146617.0,1970,Viníferas,BRANCAS E ROSADAS
Colombard,0.0,1970,Viníferas,BRANCAS E ROSADAS
Flora,0.0,1970,Viníferas,BRANCAS E ROSADAS
Garganega,0.0,1970,Viníferas,BRANCAS E ROSADAS
Gewurztraminer,0.0,1970,Viníferas,BRANCAS E ROSADAS
Gouveio,0.0,1970,Viníferas,BRANCAS E ROSADAS
Gros Manseng,0.0,1970,Viníferas,BRANCAS E ROSADAS
Italia (Pirovano 65) (PE),0.0,1970,Viníferas,BRANCAS E ROSADAS
Maccabeo,0.0,1970,Viníferas,BRANCAS E ROSADAS
Malvasia,878012.0,1970,Viníferas,BRANCAS E ROSADAS
Malvasia Amarela,0.0,1970,Viníferas,BRANCAS E ROSADAS
Malvasia Bianca,0.0,1970,Viníferas,BRANCAS E ROSADAS
Malvasia Chianti,0.0,1970,Viníferas,BRANCAS E ROSADAS
Malvasia Verde,0.0,1970,Viníferas,BRANCAS E ROSADAS
Malvasia di Candia,0.0,1970,Viníferas,BRANCAS E ROSADAS
Malvasia Istriana,0.0,1970,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas branco,0.0,1970,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas rosado,0.0,1970,Viníferas,BRANCAS E ROSADAS
Moscato Branco,5772931.0,1970,Viníferas,BRANCAS E ROSADAS
Moscato Canelli,0.0,1970,Viníferas,BRANCAS E ROSADAS
Moscato Giallo,0.0,1970,Viníferas,BRANCAS E ROSADAS
Moscato Nazareno,0.0,1970,Viníferas,BRANCAS E ROSADAS
Moscato Bianco R2,0.0,1970,Viníferas,BRANCAS E ROSADAS
Moscato de Alexandria,0.0,1970,Viníferas,BRANCAS E ROSADAS
Moscato Rosado,0.0,1970,Viníferas,BRANCAS E ROSADAS
Muscat Ã Petits Grains,0.0,1970,Viníferas,BRANCAS E ROSADAS
Muller Thurgau,0.0,1970,Viníferas,BRANCAS E ROSADAS
Muscadelle,0.0,1970,Viníferas,BRANCAS E ROSADAS
Ora,0.0,1970,Viníferas,BRANCAS E ROSADAS
Palomino,0.0,1970,Viníferas,BRANCAS E ROSADAS
Petit Manseng,0.0,1970,Viníferas,BRANCAS E ROSADAS
Peverella,2084128.0,1970,Viníferas,BRANCAS E ROSADAS
Pinot Blanc,4000.0,1970,Viníferas,BRANCAS E ROSADAS
Pinot Gris,0.0,1970,Viníferas,BRANCAS E ROSADAS
Prosecco,0.0,1970,Viníferas,BRANCAS E ROSADAS
Red Veltliner,0.0,1970,Viníferas,BRANCAS E ROSADAS
Riesling Italico,413149.0,1970,Viníferas,BRANCAS E ROSADAS
Riesling Renano,0.0,1970,Viníferas,BRANCAS E ROSADAS
Sauvignon Blanc(2),2819.0,1970,Viníferas,BRANCAS E ROSADAS
Sauvignon Gris,0.0,1970,Viníferas,BRANCAS E ROSADAS
Seara Nova,0.0,1970,Viníferas,BRANCAS E ROSADAS
Semillon,1916.0,1970,Viníferas,BRANCAS E ROSADAS
Schonburger,0.0,1970,Viníferas,BRANCAS E ROSADAS
Sylvaner,0.0,1970,Viníferas,BRANCAS E ROSADAS
Tocai Friulano,0.0,1970,Viníferas,BRANCAS E ROSADAS
Trebbiano,7277270.0,1970,Viníferas,BRANCAS E ROSADAS
Trebbiano Toscano,0.0,1970,Viníferas,BRANCAS E ROSADAS
Verdea,0.0,1970,Viníferas,BRANCAS E ROSADAS
Verdelho,0.0,1970,Viníferas,BRANCAS E ROSADAS
Verdiso,7950.0,1970,Viníferas,BRANCAS E ROSADAS
Vermentino,20461.0,1970,Viníferas,BRANCAS E ROSADAS
Vernaccia,122467.0,1970,Viníferas,BRANCAS E ROSADAS
Viogner,0.0,1970,Viníferas,BRANCAS E ROSADAS
Viognier,0.0,1970,Viníferas,BRANCAS E ROSADAS
Outras(3),2126291.0,1970,Viníferas,BRANCAS E ROSADAS
Bacarina,82899.0,1970,Americanas e híbridas,TINTAS
Bailey,0.0,1970,Americanas e híbridas,TINTAS
Bordo,7242197.0,1970,Americanas e híbridas,TINTAS
Bourdin (S),0.0,1970,Americanas e híbridas,TINTAS
BRS Carmen,0.0,1970,Americanas e híbridas,TINTAS
BRS Cora,0.0,1970,Americanas e híbridas,TINTAS
BRS Magna,0.0,1970,Americanas e híbridas,TINTAS
BRS Margot,0.0,1970,Americanas e híbridas,TINTAS
BRS Morena,0.0,1970,Americanas e híbridas,TINTAS
BRS Núbia,0.0,1970,Americanas e híbridas,TINTAS
BRS Rúbea,0.0,1970,Americanas e híbridas,TINTAS
BRS Violeta,0.0,1970,Americanas e híbridas,TINTAS
BRS Vitória,0.0,1970,Americanas e híbridas,TINTAS
Champagnon (Champanheta),0.0,1970,Americanas e híbridas,TINTAS
Coleções,0.0,1970,Americanas e híbridas,TINTAS
Concord,5407624.0,1970,Americanas e híbridas,TINTAS
Concord clone 30,0.0,1970,Americanas e híbridas,TINTAS
Couderc,2713692.0,1970,Americanas e híbridas,TINTAS
Cynthiana(1),568653.0,1970,Americanas e híbridas,TINTAS
Herbemont,62053013.0,1970,Americanas e híbridas,TINTAS
Isabel,193840398.0,1970,Americanas e híbridas,IAC 138022
Isabel Precoce,0.0,1970,Americanas e híbridas,IAC 138022
Jacquez,390593.0,1970,Americanas e híbridas,IAC 138022
Kyoko,0.0,1970,Americanas e híbridas,IAC 138022
Landot,134384.0,1970,Americanas e híbridas,IAC 138022
Mistura de uvas americanas tinto,0.0,1970,Americanas e híbridas,IAC 138022
Oberlin,15682.0,1970,Americanas e híbridas,IAC 138022
Othello,33013.0,1970,Americanas e híbridas,IAC 138022
Paco,0.0,1970,Americanas e híbridas,IAC 138022
Patricia,0.0,1970,Americanas e híbridas,IAC 138022
Seibel,11803494.0,1970,Americanas e híbridas,IAC 138022
Seibel 2 (seibeleto),0.0,1970,Americanas e híbridas,IAC 138022
Seyve Willard (Tinta),0.0,1970,Americanas e híbridas,IAC 138022
Vênus,0.0,1970,Americanas e híbridas,IAC 138022
Baco,4647.0,1970,Americanas e híbridas,BRANCAS E ROSADAS
Bokay,0.0,1970,Americanas e híbridas,BRANCAS E ROSADAS
BRS Bibiana,0.0,1970,Americanas e híbridas,BRANCAS E ROSADAS
BRS Clara,0.0,1970,Americanas e híbridas,BRANCAS E ROSADAS
BRS Lorena,0.0,1970,Americanas e híbridas,BRANCAS E ROSADAS
Couderc 13,0.0,1970,Americanas e híbridas,BRANCAS E ROSADAS
Delaware,22705.0,1970,Americanas e híbridas,BRANCAS E ROSADAS
Dona Zillá,0.0,1970,Americanas e híbridas,BRANCAS E ROSADAS
Dut Chess,0.0,1970,Americanas e híbridas,BRANCAS E ROSADAS
Goethe,311458.0,1970,Americanas e híbridas,BRANCAS E ROSADAS
Juliana,0.0,1970,Americanas e híbridas,IAC
Martha,15045.0,1970,Americanas e híbridas,IAC
Mistura de uvas americanas,0.0,1970,Americanas e híbridas,IAC
Moscato Embrapa,0.0,1970,Americanas e híbridas,IAC
Niagara,631152.0,1970,Americanas e híbridas,IAC
Niagara Branca,0.0,1970,Americanas e híbridas,IAC
Niagara Rosada,0.0,1970,Americanas e híbridas,IAC
Poloske,0.0,1970,Americanas e híbridas,IAC
Seleções,0.0,1970,Americanas e híbridas,IAC
Seyve Villard,0.0,1970,Americanas e híbridas,IAC
Seyve Villard 5276,0.0,1970,Americanas e híbridas,IAC
Seyve Villard 12375,0.0,1970,Americanas e híbridas,IAC
Tardia de Caxias,0.0,1970,Americanas e híbridas,IAC
Outras(2),0.0,1970,Americanas e híbridas,IAC
Alphonse Lavallee,31878.0,1970,Uvas de mesa,TINTAS
Moscato de Hamburgo,25098.0,1970,Uvas de mesa,TINTAS
Cardinal,0.0,1970,Uvas de mesa,BRANCAS
Golden Queen,167.0,1970,Uvas de mesa,BRANCAS
Patrícia,0.0,1970,Uvas de mesa,BRANCAS
Perlona,0.0,1970,Uvas de mesa,BRANCAS
Italia,3733.0,1970,Uvas de mesa,BRANCAS
"Rubi (Itália, Itália Ro)",0.0,1970,Uvas de mesa,BRANCAS
nan,3675463.0,1970,Sem classificação,BRANCAS
nan,3675463.0,1970,Sem classificação,BRANCAS
Alicante Bouschet,0.0,1971,Viníferas,TINTAS
Ancelota,0.0,1971,Viníferas,TINTAS
Aramon,0.0,1971,Viníferas,TINTAS
Alfrocheiro,0.0,1971,Viníferas,TINTAS
Arinarnoa,0.0,1971,Viníferas,TINTAS
Aspirant Bouschet,0.0,1971,Viníferas,TINTAS
Barbera,3971627.0,1971,Viníferas,TINTAS
Bonarda,1868929.0,1971,Viníferas,TINTAS
Cabernet Franc,324924.0,1971,Viníferas,TINTAS
Cabernet Sauvignon,0.0,1971,Viníferas,TINTAS
Caladoc,0.0,1971,Viníferas,TINTAS
Campanario,0.0,1971,Viníferas,TINTAS
Canaiolo,607921.0,1971,Viníferas,TINTAS
Carignan,11796.0,1971,Viníferas,TINTAS
Carmenere,18288.0,1971,Viníferas,TINTAS
Castelão,0.0,1971,Viníferas,TINTAS
Corvina,0.0,1971,Viníferas,TINTAS
Croatina,0.0,1971,Viníferas,TINTAS
Cinsaut,0.0,1971,Viníferas,TINTAS
Dom Felder,0.0,1971,Viníferas,TINTAS
Dolcetto,0.0,1971,Viníferas,TINTAS
Durif,0.0,1971,Viníferas,TINTAS
Egiodola,0.0,1971,Viníferas,TINTAS
Ekigaina,0.0,1971,Viníferas,TINTAS
Festival (Sugraone),0.0,1971,Viníferas,TINTAS
Franconia,0.0,1971,Viníferas,TINTAS
Freisa,1519.0,1971,Viníferas,TINTAS
Gamay St Romain,0.0,1971,Viníferas,TINTAS
Gamay Beaujolais,0.0,1971,Viníferas,TINTAS
Grand Noir,930.0,1971,Viníferas,TINTAS
Grenache,22418.0,1971,Viníferas,TINTAS
Jaen,0.0,1971,Viníferas,TINTAS
Lagrein,0.0,1971,Viníferas,TINTAS
Lambrusco,2670.0,1971,Viníferas,TINTAS
Malbec,4884.0,1971,Viníferas,TINTAS
Marzemina,66569.0,1971,Viníferas,TINTAS
Merlot,164533.0,1971,Viníferas,TINTAS
Marselan,0.0,1971,Viníferas,TINTAS
Mistura de uvas viníferas tinto,0.0,1971,Viníferas,TINTAS
Molinera,0.0,1971,Viníferas,TINTAS
Montepulciano,0.0,1971,Viníferas,TINTAS
Moscato Bailey,0.0,1971,Viníferas,TINTAS
Napa Gamay,0.0,1971,Viníferas,TINTAS
Nebbiolo,0.0,1971,Viníferas,TINTAS
Petit Verdot,0.0,1971,Viníferas,TINTAS
Petite Sirah,0.0,1971,Viníferas,TINTAS
Pinotage,0.0,1971,Viníferas,TINTAS
Pinot Noir,0.0,1971,Viníferas,TINTAS
Pinot Saint George,0.0,1971,Viníferas,TINTAS
Piriquita,0.0,1971,Viníferas,TINTAS
Primitivo,0.0,1971,Viníferas,TINTAS
Rebo,0.0,1971,Viníferas,TINTAS
Refosco,0.0,1971,Viníferas,TINTAS
Rondinella,0.0,1971,Viníferas,TINTAS
Ruby Cabernet,0.0,1971,Viníferas,TINTAS
Sangiovese,59316.0,1971,Viníferas,TINTAS
Saperavi,0.0,1971,Viníferas,TINTAS
Sira (falsa),3886509.0,1971,Viníferas,TINTAS
Tannat,0.0,1971,Viníferas,TINTAS
Tempranillo,0.0,1971,Viníferas,TINTAS
Teroldego,0.0,1971,Viníferas,TINTAS
Torrontes,0.0,1971,Viníferas,TINTAS
Tinta Barroca,0.0,1971,Viníferas,TINTAS
Tinta Roriz,0.0,1971,Viníferas,TINTAS
Touriga Francesa,0.0,1971,Viníferas,TINTAS
Touriga Nacional,0.0,1971,Viníferas,TINTAS
Tinta Madeira,0.0,1971,Viníferas,TINTAS
Tintoria,0.0,1971,Viníferas,TINTAS
Trincdeira,0.0,1971,Viníferas,TINTAS
Trousseau,0.0,1971,Viníferas,TINTAS
Zinfandel,0.0,1971,Viníferas,TINTAS
Outras1,0.0,1971,Viníferas,TINTAS
Aliatico,0.0,1971,Viníferas,BRANCAS E ROSADAS
Aligote,1000.0,1971,Viníferas,BRANCAS E ROSADAS
Altesse,0.0,1971,Viníferas,BRANCAS E ROSADAS
Alvarinho,0.0,1971,Viníferas,BRANCAS E ROSADAS
Arriloba,0.0,1971,Viníferas,BRANCAS E ROSADAS
Auxerrois,0.0,1971,Viníferas,BRANCAS E ROSADAS
Burger,0.0,1971,Viníferas,BRANCAS E ROSADAS
Chardonnay,0.0,1971,Viníferas,BRANCAS E ROSADAS
Chasselas,0.0,1971,Viníferas,BRANCAS E ROSADAS
Chenin Blanc,0.0,1971,Viníferas,BRANCAS E ROSADAS
Clairette(1),116887.0,1971,Viníferas,BRANCAS E ROSADAS
Colombard,0.0,1971,Viníferas,BRANCAS E ROSADAS
Flora,0.0,1971,Viníferas,BRANCAS E ROSADAS
Garganega,0.0,1971,Viníferas,BRANCAS E ROSADAS
Gewurztraminer,0.0,1971,Viníferas,BRANCAS E ROSADAS
Gouveio,0.0,1971,Viníferas,BRANCAS E ROSADAS
Gros Manseng,0.0,1971,Viníferas,BRANCAS E ROSADAS
Italia (Pirovano 65) (PE),0.0,1971,Viníferas,BRANCAS E ROSADAS
Maccabeo,0.0,1971,Viníferas,BRANCAS E ROSADAS
Malvasia,611457.0,1971,Viníferas,BRANCAS E ROSADAS
Malvasia Amarela,0.0,1971,Viníferas,BRANCAS E ROSADAS
Malvasia Bianca,0.0,1971,Viníferas,BRANCAS E ROSADAS
Malvasia Chianti,0.0,1971,Viníferas,BRANCAS E ROSADAS
Malvasia Verde,0.0,1971,Viníferas,BRANCAS E ROSADAS
Malvasia di Candia,0.0,1971,Viníferas,BRANCAS E ROSADAS
Malvasia Istriana,0.0,1971,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas branco,0.0,1971,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas rosado,0.0,1971,Viníferas,BRANCAS E ROSADAS
Moscato Branco,5334475.0,1971,Viníferas,BRANCAS E ROSADAS
Moscato Canelli,0.0,1971,Viníferas,BRANCAS E ROSADAS
Moscato Giallo,0.0,1971,Viníferas,BRANCAS E ROSADAS
Moscato Nazareno,0.0,1971,Viníferas,BRANCAS E ROSADAS
Moscato Bianco R2,0.0,1971,Viníferas,BRANCAS E ROSADAS
Moscato de Alexandria,0.0,1971,Viníferas,BRANCAS E ROSADAS
Moscato Rosado,0.0,1971,Viníferas,BRANCAS E ROSADAS
Muscat Ã Petits Grains,0.0,1971,Viníferas,BRANCAS E ROSADAS
Muller Thurgau,0.0,1971,Viníferas,BRANCAS E ROSADAS
Muscadelle,0.0,1971,Viníferas,BRANCAS E ROSADAS
Ora,0.0,1971,Viníferas,BRANCAS E ROSADAS
Palomino,0.0,1971,Viníferas,BRANCAS E ROSADAS
Petit Manseng,0.0,1971,Viníferas,BRANCAS E ROSADAS
Peverella,2117931.0,1971,Viníferas,BRANCAS E ROSADAS
Pinot Blanc,0.0,1971,Viníferas,BRANCAS E ROSADAS
Pinot Gris,0.0,1971,Viníferas,BRANCAS E ROSADAS
Prosecco,0.0,1971,Viníferas,BRANCAS E ROSADAS
Red Veltliner,0.0,1971,Viníferas,BRANCAS E ROSADAS
Riesling Italico,404159.0,1971,Viníferas,BRANCAS E ROSADAS
Riesling Renano,0.0,1971,Viníferas,BRANCAS E ROSADAS
Sauvignon Blanc(2),5492.0,1971,Viníferas,BRANCAS E ROSADAS
Sauvignon Gris,0.0,1971,Viníferas,BRANCAS E ROSADAS
Seara Nova,0.0,1971,Viníferas,BRANCAS E ROSADAS
Semillon,0.0,1971,Viníferas,BRANCAS E ROSADAS
Schonburger,0.0,1971,Viníferas,BRANCAS E ROSADAS
Sylvaner,0.0,1971,Viníferas,BRANCAS E ROSADAS
Tocai Friulano,0.0,1971,Viníferas,BRANCAS E ROSADAS
Trebbiano,12225175.0,1971,Viníferas,BRANCAS E ROSADAS
Trebbiano Toscano,0.0,1971,Viníferas,BRANCAS E ROSADAS
Verdea,6184.0,1971,Viníferas,BRANCAS E ROSADAS
Verdelho,0.0,1971,Viníferas,BRANCAS E ROSADAS
Verdiso,770.0,1971,Viníferas,BRANCAS E ROSADAS
Vermentino,6097.0,1971,Viníferas,BRANCAS E ROSADAS
Vernaccia,190297.0,1971,Viníferas,BRANCAS E ROSADAS
Viogner,0.0,1971,Viníferas,BRANCAS E ROSADAS
Viognier,0.0,1971,Viníferas,BRANCAS E ROSADAS
Outras(3),1148313.0,1971,Viníferas,BRANCAS E ROSADAS
Bacarina,106962.0,1971,Americanas e híbridas,TINTAS
Bailey,0.0,1971,Americanas e híbridas,TINTAS
Bordo,7227090.0,1971,Americanas e híbridas,TINTAS
Bourdin (S),0.0,1971,Americanas e híbridas,TINTAS
BRS Carmen,0.0,1971,Americanas e híbridas,TINTAS
BRS Cora,0.0,1971,Americanas e híbridas,TINTAS
BRS Magna,0.0,1971,Americanas e híbridas,TINTAS
BRS Margot,0.0,1971,Americanas e híbridas,TINTAS
BRS Morena,0.0,1971,Americanas e híbridas,TINTAS
BRS Núbia,0.0,1971,Americanas e híbridas,TINTAS
BRS Rúbea,0.0,1971,Americanas e híbridas,TINTAS
BRS Violeta,0.0,1971,Americanas e híbridas,TINTAS
BRS Vitória,0.0,1971,Americanas e híbridas,TINTAS
Champagnon (Champanheta),0.0,1971,Americanas e híbridas,TINTAS
Coleções,0.0,1971,Americanas e híbridas,TINTAS
Concord,3726469.0,1971,Americanas e híbridas,TINTAS
Concord clone 30,0.0,1971,Americanas e híbridas,TINTAS
Couderc,2835642.0,1971,Americanas e híbridas,TINTAS
Cynthiana(1),419550.0,1971,Americanas e híbridas,TINTAS
Herbemont,43864620.0,1971,Americanas e híbridas,TINTAS
Isabel,126754464.0,1971,Americanas e híbridas,IAC 138022
Isabel Precoce,0.0,1971,Americanas e híbridas,IAC 138022
Jacquez,203081.0,1971,Americanas e híbridas,IAC 138022
Kyoko,0.0,1971,Americanas e híbridas,IAC 138022
Landot,106917.0,1971,Americanas e híbridas,IAC 138022
Mistura de uvas americanas tinto,0.0,1971,Americanas e híbridas,IAC 138022
Oberlin,34722.0,1971,Americanas e híbridas,IAC 138022
Othello,106190.0,1971,Americanas e híbridas,IAC 138022
Paco,0.0,1971,Americanas e híbridas,IAC 138022
Patricia,0.0,1971,Americanas e híbridas,IAC 138022
Seibel,8309720.0,1971,Americanas e híbridas,IAC 138022
Seibel 2 (seibeleto),0.0,1971,Americanas e híbridas,IAC 138022
Seyve Willard (Tinta),0.0,1971,Americanas e híbridas,IAC 138022
Vênus,0.0,1971,Americanas e híbridas,IAC 138022
Baco,5873.0,1971,Americanas e híbridas,BRANCAS E ROSADAS
Bokay,0.0,1971,Americanas e híbridas,BRANCAS E ROSADAS
BRS Bibiana,0.0,1971,Americanas e híbridas,BRANCAS E ROSADAS
BRS Clara,0.0,1971,Americanas e híbridas,BRANCAS E ROSADAS
BRS Lorena,0.0,1971,Americanas e híbridas,BRANCAS E ROSADAS
Couderc 13,0.0,1971,Americanas e híbridas,BRANCAS E ROSADAS
Delaware,22883.0,1971,Americanas e híbridas,BRANCAS E ROSADAS
Dona Zillá,0.0,1971,Americanas e híbridas,BRANCAS E ROSADAS
Dut Chess,0.0,1971,Americanas e híbridas,BRANCAS E ROSADAS
Goethe,267549.0,1971,Americanas e híbridas,BRANCAS E ROSADAS
Juliana,0.0,1971,Americanas e híbridas,IAC
Martha,21972.0,1971,Americanas e híbridas,IAC
Mistura de uvas americanas,0.0,1971,Americanas e híbridas,IAC
Moscato Embrapa,0.0,1971,Americanas e híbridas,IAC
Niagara,239017.0,1971,Americanas e híbridas,IAC
Niagara Branca,0.0,1971,Americanas e híbridas,IAC
Niagara Rosada,0.0,1971,Americanas e híbridas,IAC
Poloske,0.0,1971,Americanas e híbridas,IAC
Seleções,0.0,1971,Americanas e híbridas,IAC
Seyve Villard,0.0,1971,Americanas e híbridas,IAC
Seyve Villard 5276,0.0,1971,Americanas e híbridas,IAC
Seyve Villard 12375,0.0,1971,Americanas e híbridas,IAC
Tardia de Caxias,0.0,1971,Americanas e híbridas,IAC
Outras(2),0.0,1971,Americanas e híbridas,IAC
Alphonse Lavallee,2333.0,1971,Uvas de mesa,TINTAS
Moscato de Hamburgo,41057.0,1971,Uvas de mesa,TINTAS
Cardinal,0.0,1971,Uvas de mesa,BRANCAS
Golden Queen,8654.0,1971,Uvas de mesa,BRANCAS
Patrícia,0.0,1971,Uvas de mesa,BRANCAS
Perlona,0.0,1971,Uvas de mesa,BRANCAS
Italia,7681.0,1971,Uvas de mesa,BRANCAS
"Rubi (Itália, Itália Ro)",0.0,1971,Uvas de mesa,BRANCAS
nan,665425.0,1971,Sem classificação,BRANCAS
nan,665425.0,1971,Sem classificação,BRANCAS
Alicante Bouschet,0.0,1972,Viníferas,TINTAS
Ancelota,0.0,1972,Viníferas,TINTAS
Aramon,0.0,1972,Viníferas,TINTAS
Alfrocheiro,0.0,1972,Viníferas,TINTAS
Arinarnoa,0.0,1972,Viníferas,TINTAS
Aspirant Bouschet,0.0,1972,Viníferas,TINTAS
Barbera,4035482.0,1972,Viníferas,TINTAS
Bonarda,1875069.0,1972,Viníferas,TINTAS
Cabernet Franc,572871.0,1972,Viníferas,TINTAS
Cabernet Sauvignon,0.0,1972,Viníferas,TINTAS
Caladoc,0.0,1972,Viníferas,TINTAS
Campanario,0.0,1972,Viníferas,TINTAS
Canaiolo,552841.0,1972,Viníferas,TINTAS
Carignan,7537.0,1972,Viníferas,TINTAS
Carmenere,22154.0,1972,Viníferas,TINTAS
Castelão,0.0,1972,Viníferas,TINTAS
Corvina,0.0,1972,Viníferas,TINTAS
Croatina,0.0,1972,Viníferas,TINTAS
Cinsaut,0.0,1972,Viníferas,TINTAS
Dom Felder,0.0,1972,Viníferas,TINTAS
Dolcetto,0.0,1972,Viníferas,TINTAS
Durif,0.0,1972,Viníferas,TINTAS
Egiodola,0.0,1972,Viníferas,TINTAS
Ekigaina,0.0,1972,Viníferas,TINTAS
Festival (Sugraone),0.0,1972,Viníferas,TINTAS
Franconia,0.0,1972,Viníferas,TINTAS
Freisa,1005.0,1972,Viníferas,TINTAS
Gamay St Romain,189.0,1972,Viníferas,TINTAS
Gamay Beaujolais,0.0,1972,Viníferas,TINTAS
Grand Noir,603.0,1972,Viníferas,TINTAS
Grenache,18488.0,1972,Viníferas,TINTAS
Jaen,0.0,1972,Viníferas,TINTAS
Lagrein,0.0,1972,Viníferas,TINTAS
Lambrusco,100.0,1972,Viníferas,TINTAS
Malbec,0.0,1972,Viníferas,TINTAS
Marzemina,138699.0,1972,Viníferas,TINTAS
Merlot,198870.0,1972,Viníferas,TINTAS
Marselan,0.0,1972,Viníferas,TINTAS
Mistura de uvas viníferas tinto,0.0,1972,Viníferas,TINTAS
Molinera,0.0,1972,Viníferas,TINTAS
Montepulciano,0.0,1972,Viníferas,TINTAS
Moscato Bailey,0.0,1972,Viníferas,TINTAS
Napa Gamay,0.0,1972,Viníferas,TINTAS
Nebbiolo,0.0,1972,Viníferas,TINTAS
Petit Verdot,0.0,1972,Viníferas,TINTAS
Petite Sirah,0.0,1972,Viníferas,TINTAS
Pinotage,0.0,1972,Viníferas,TINTAS
Pinot Noir,13440.0,1972,Viníferas,TINTAS
Pinot Saint George,0.0,1972,Viníferas,TINTAS
Piriquita,0.0,1972,Viníferas,TINTAS
